Timestamp,"What’s your total salary in US dollars, ANNUAL BEFORE TAXES?",Your country,Zipcode,Primary database,Years of experience with DB,Other databases ,Job type,Job title,Do you manage other staff?,Years of service,How many other people on your team do the same job as you?,Number of database servers,Highest level of higher education completed,Is your college degree computer-related?,Do you hold industry certifications?,How many hours do you work per week?,Number of days do you work from home?,Employer sector,Are you looking for another job right now?,What are your career plans for the year 2018?,To which gender do you most identify?,Other job duties,What kinds of work do you do?
12/20/2017 3:13,62239,United Kingdom,,Microsoft SQL Server,8,Microsoft Access,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,8,1,26,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects"
12/20/2017 3:14,65000,United Kingdom,gu33au,Microsoft SQL Server,5,"Microsoft SQL Server, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,2,None,10,None (no degree completed),N/A,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Non-profit,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management"
12/20/2017 3:16,82000,United Kingdom,NW1,Microsoft SQL Server,10,MongoDB,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,7,5,50,None (no degree completed),N/A,"Yes, and they're currently valid",38,1,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects"
12/20/2017 3:19,84500,United Kingdom,SN5,Microsoft SQL Server,20,None,Full time employee,Manager,Yes,3,None,12,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D"
12/20/2017 3:19,61562,United Kingdom,RG21,Microsoft SQL Server,8,Microsoft Access,Full time employee,Developer: T-SQL,No,2,1,5,Bachelors (4 years),Yes,"Yes, and they're currently valid",41,"None, or less than 1 day per week",Private business,No,Prefer not to say,Male,"Analyst, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc)","Manual tasks, Projects"
12/20/2017 3:21,67000,United Kingdom,,Microsoft SQL Server,5,"Redis, Azure SQL DB",Full time employee,Manager,Yes,2,None,2,Doctorate/PhD,No,"No, I never have",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, R&D, Training/teaching"
12/20/2017 3:22,56900,United Kingdom,IP14 1NL,Microsoft SQL Server,17,"MySQL/MariaDB, Microsoft Access, SQLite",Full time employee,"Developer: App code (C#, JS, etc)",No,17,3,5,Masters,No,"Yes, but they expired",37,2,Federal government,"Yes, but only passively (just curious)",Prefer not to say,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Manual tasks, Projects"
12/20/2017 3:25,48240,United Kingdom,,Microsoft SQL Server,15,"Oracle, Microsoft Access",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,2,1,40,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,,
12/20/2017 3:28,60000,Ireland,Munster,Microsoft SQL Server,11,None,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,11,None,8,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Analyst, Architect, Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager","Manual tasks, On-call as part of a rotation, Projects, Training/teaching"
12/20/2017 3:29,10650,Croatia,51000,Microsoft SQL Server,1,"Microsoft SQL Server, Oracle",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,2,1,3,Masters,Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D"
12/20/2017 3:33,67050,Netherlands,,Microsoft SQL Server,14,"MySQL/MariaDB, Azure SQL DB",Full time employee of a consulting/contracting company,Engineer,No,11,1,10,None (no degree completed),No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, but change roles",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching"
12/20/2017 3:34,81000,United Kingdom,st17,Microsoft SQL Server,19,"Microsoft SQL Server, Azure SQL DB",Full time employee of a consulting/contracting company,Other,No,3,None,0,Bachelors (4 years),No,"Yes, and they're currently valid",40,3,Private business,"Yes, actively looking for something else",Change both employers and roles,Male,"Architect, DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Meetings & management, Projects, R&D"
12/20/2017 3:36,50000,United Kingdom,CF83 1XH,Microsoft SQL Server,4,None,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,4,None,34,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,5 or more,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D"
12/20/2017 3:36,91200,United Kingdom,WC2B 6SR,Microsoft SQL Server,14,"Microsoft SQL Server, MemSQL",Full time employee,Other,Yes,2,2,10,None (no degree completed),N/A,"No, I never have",47,2,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,Manager,"Meetings & management, Projects, Training/teaching"
12/20/2017 3:42,101000,Germany,80689,Microsoft SQL Server,6,None,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,4,None,50,Bachelors (4 years),Yes,"No, I never have",40,5 or more,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Projects"
12/20/2017 3:46,64651,Germany,,Oracle,3,"MySQL/MariaDB, PostgreSQL, Elasticsearch",Full time employee,Architect,Yes,3,None,6,Bachelors (4 years),Yes,"No, I never have",39,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, but change roles",Male,"Analyst, Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects"
12/20/2017 3:49,83000,United Kingdom,,Microsoft SQL Server,20,MongoDB,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,13,2,28,Bachelors (4 years),No,"Yes, and they're currently valid",36,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,Manager,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching"
12/20/2017 3:50,73702,United Kingdom,,Microsoft SQL Server,7,"Microsoft SQL Server, Oracle, MySQL/MariaDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,6,None,30,Bachelors (4 years),Yes,"Yes, but they expired",37,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks"
12/20/2017 3:59,44500,United Kingdom,RG12,Microsoft SQL Server,10,MySQL/MariaDB,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,10,None,3,None (no degree completed),N/A,"Yes, and they're currently valid",38,1,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Projects, R&D"
12/20/2017 4:09,71600,Sweden,,Microsoft SQL Server,14,"Microsoft Access, Azure SQL DB",Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,2,None,150,Associates (2 years),Yes,"Yes, and they're currently valid",45,1,Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Manual tasks, Meetings & management, Projects"
12/20/2017 4:16,66000,Germany,44143,Microsoft SQL Server,4,"Microsoft SQL Server, Azure SQL DB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,4,2,74,None (no degree completed),N/A,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Federal government,"Yes, but only passively (just curious)",Prefer not to say,Male,,"Build scripts & automation tools, Manual tasks, Projects, R&D"
12/20/2017 4:21,70000,Norway,4604,Microsoft SQL Server,15,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access",Full time employee of a consulting/contracting company,Engineer,No,5,2,1000,None (no degree completed),N/A,"Yes, but they expired",60,2,Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,"Architect, DBA (Production Focus - build & troubleshoot servers, HA/DR), Engineer","Build scripts & automation tools, Manual tasks, Meetings & management, Projects"
12/20/2017 4:34,67060,United Kingdom,BS1 6NP,Microsoft SQL Server,5,"Microsoft SQL Server, Oracle, MySQL/MariaDB",Full time employee,Manager,Yes,3,None,20,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, but change roles",Male,"Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching"
12/20/2017 4:34,104000,United Kingdom,BN13,Microsoft SQL Server,10,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,5,None,20,Bachelors (4 years),Yes,"No, I never have",38,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"Developer: App code (C#, JS, etc), Developer: T-SQL, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D"
12/20/2017 4:39,90000,United Kingdom,BR3 6NS,Microsoft SQL Server,12,"Microsoft SQL Server, Oracle, Microsoft Access",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,12,4,10,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, but change roles",Male,Developer: T-SQL,"Build scripts & automation tools, Meetings & management, Projects, R&D"
12/20/2017 4:46,46500,Finland,1200,Microsoft SQL Server,7,MySQL/MariaDB,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,8,1,8,Masters,Yes,"Yes, and they're currently valid",38,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Projects"
12/20/2017 4:47,55000,United Kingdom,Birmingham,Microsoft SQL Server,5,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,None,5,Bachelors (4 years),N/A,"No, I never have",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,Developer: T-SQL,"Build scripts & automation tools, Projects"
12/20/2017 4:56,40000,Germany,,Microsoft SQL Server,3,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,1,30,None (no degree completed),N/A,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects"
12/20/2017 4:59,175000,United States,49009,Microsoft SQL Server,18,"Microsoft SQL Server, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,2,2,50,Bachelors (4 years),No,"Yes, but they expired",36,5 or more,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL, Engineer","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching"
12/20/2017 5:12,58000,United Kingdom,RG21 7NL,Microsoft SQL Server,8,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,5,1,10,Bachelors (4 years),No,"Yes, but they expired",37,"None, or less than 1 day per week",Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,"Analyst, Engineer","Build scripts & automation tools, Projects"
12/20/2017 5:16,32000,Brazil,,Microsoft SQL Server,6,MySQL/MariaDB,Full time employee,Developer: T-SQL,No,3,None,1,Bachelors (4 years),No,"Yes, and they're currently valid",50,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Projects"
12/20/2017 5:25,54952,United Kingdom,ne34,Microsoft SQL Server,4,"Oracle, MySQL/MariaDB",Full time employee,Manager,Yes,4,1,20,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Federal government,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,"Analyst, Architect, DBA (Production Focus - build & troubleshoot servers, HA/DR), Engineer","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects"
12/20/2017 5:30,15600,India,,Microsoft SQL Server,9,"Oracle, MySQL/MariaDB, MongoDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,9,5,170,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Manager,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D"
12/20/2017 5:30,55000,United Kingdom,ws2,Microsoft SQL Server,9,Azure SQL DB,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,9,None,80,None (no degree completed),N/A,"No, I never have",37,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects"
12/20/2017 5:45,138000,United States,,Microsoft SQL Server,15,None,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,10,None,15,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Federal government,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Analyst, Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D"
12/20/2017 6:01,60267,United Kingdom,BS1,Microsoft SQL Server,8,"Redis, Elasticsearch",Full time employee,"Developer: App code (C#, JS, etc)",No,1,2,0,Bachelors (4 years),No,"No, I never have",35,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, but change roles",Male,,Meetings & management
12/20/2017 6:17,75000,United Kingdom,S2,Microsoft SQL Server,10,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, Azure SQL DB",Full time employee,Architect,Yes,4,None,20,Bachelors (4 years),Yes,"No, I never have",40,3,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching"
12/20/2017 6:19,160000,United Kingdom,London,Microsoft SQL Server,22,"Microsoft SQL Server, MongoDB, Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)","Independent consultant, contractor, freelancer, or company owner","DBA (Production Focus - build & troubleshoot servers, HA/DR)",Yes,25,1,250,Masters,Yes,"Yes, and they're currently valid",40,1,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Architect, Engineer","Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching"
12/20/2017 6:25,62000,Sweden,21853,Microsoft SQL Server,10,None,Full time employee,Engineer,No,20,1,2,None (no degree completed),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,Architect,"Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching"
12/20/2017 6:29,50000,Austria,,Microsoft SQL Server,5,"Microsoft SQL Server, Oracle, Azure SQL DB",Full time employee,Developer: T-SQL,No,1,1,10,Masters,No,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)",Prefer not to say,Female,"DBA (Development Focus - tunes queries, indexes, does deployments)",Projects
12/20/2017 6:35,52050,United Kingdom,cm2 8sd,Microsoft SQL Server,11,"Microsoft SQL Server, MySQL/MariaDB, Microsoft Access, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,11,None,22,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,3,Private business,"Yes, but only passively (just curious)","Stay with the same employer, but change roles",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D"
12/20/2017 6:40,87100,United Kingdom,M4,Microsoft SQL Server,6,"Microsoft SQL Server, MySQL/MariaDB, Amazon RDS (any flavor)",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,2,3,200,Bachelors (4 years),No,"Yes, but they expired",37,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Engineer, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching"
12/20/2017 6:44,67000,United Kingdom,S1 2BJ,Microsoft SQL Server,10,None,Full time employee,Developer: T-SQL,Yes,2,1,2,Masters,Yes,"Yes, and they're currently valid",40,1,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Analyst, Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects"
12/20/2017 6:48,63000,Austria,,Microsoft SQL Server,7,MySQL/MariaDB,Full time employee,"Developer: App code (C#, JS, etc)",Yes,7,None,3,Doctorate/PhD,No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, but change roles",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL","Build scripts & automation tools, Projects, R&D"
12/20/2017 7:07,80000,Germany,65189,Microsoft SQL Server,12,None,Full time employee,Developer: T-SQL,No,12,1,13,Bachelors (4 years),N/A,"No, I never have",38,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Engineer",Projects
12/20/2017 7:18,68500,United Kingdom,RH10,Microsoft SQL Server,7,"Oracle, MySQL/MariaDB",Full time employee,Developer: T-SQL,No,4,2,12,Bachelors (4 years),No,"No, I never have",37,1,Private business,No,"Stay with the same employer, but change roles",Male,,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D"
12/20/2017 7:42,54600,India,500056,Microsoft SQL Server,15,"Oracle, PostgreSQL, MongoDB, Microsoft Access, Azure SQL DB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,5,None,2000,Bachelors (4 years),Yes,"No, I never have",60,1,Private business,No,"Stay with the same employer, same role",Male,Architect,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching"
12/20/2017 7:43,38000,Hungary,,Microsoft SQL Server,15,"Microsoft SQL Server, Oracle, SQLite",Full time employee,"Developer: App code (C#, JS, etc)",No,3,None,8,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,4,Private business,No,Prefer not to say,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Projects, R&D"
12/20/2017 7:47,109000,United States,28277,Microsoft SQL Server,7,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, Amazon RDS (any flavor)",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,7,None,30,None (no degree completed),N/A,"No, I never have",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects"
12/20/2017 7:51,53000,United Kingdom,,Microsoft SQL Server,6,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,2,60,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,5 or more,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Meetings & management, Projects"
12/20/2017 8:04,56000,United Kingdom,TA1,Microsoft SQL Server,12,"Microsoft SQL Server, MongoDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,4,1,95,Bachelors (4 years),Yes,"No, I never have",40,1,Federal government,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Projects"
12/20/2017 8:09,82000,United States,,Microsoft SQL Server,2,None,Full time employee,Engineer,No,5,None,1,None (no degree completed),No,"No, I never have",50,5 or more,Private business,No,"Stay with the same employer, same role",Male,Architect,"Build scripts & automation tools, Meetings & management, Projects, R&D"
12/20/2017 8:09,23000,Italy,,Microsoft SQL Server,5,Microsoft SQL Server,Full time employee,"Developer: App code (C#, JS, etc)",Yes,7,1,5,None (no degree completed),N/A,"No, I never have",45,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,Developer: T-SQL,Projects
12/20/2017 8:09,65000,United States,42701,Microsoft SQL Server,3,MySQL/MariaDB,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,None,6,Masters,Yes,"Yes, and they're currently valid",50,"None, or less than 1 day per week","Education (K-12, college, university)",No,"Stay with the same employer, same role",Male,Analyst,"Build scripts & automation tools, Meetings & management, Projects"
12/20/2017 8:09,97000,United States,40513,Microsoft SQL Server,15,"Microsoft SQL Server, RavenDB",Full time employee,Manager,Yes,8,None,4,Bachelors (4 years),Yes,"Yes, but they expired",50,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Analyst, Architect, Developer: App code (C#, JS, etc), Developer: T-SQL","Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects, R&D"
12/20/2017 8:09,106000,United States,2139,Microsoft SQL Server,5,"MySQL/MariaDB, Microsoft Access",Full time employee,Manager,Yes,1,None,1,Bachelors (4 years),No,"No, I never have",50,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, but change roles",Male,"Data Scientist, Developer: App code (C#, JS, etc), Developer: T-SQL, Engineer","Build scripts & automation tools, Meetings & management, R&D"
12/20/2017 8:09,110000,United States,32258,Microsoft SQL Server,10,"Oracle, MySQL/MariaDB, DB2, Azure SQL DB",Full time employee,Manager,Yes,5,1,20,None (no degree completed),N/A,"Yes, but they expired",50,1,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching"
12/20/2017 8:10,65000,United States,32225,Microsoft SQL Server,5,Oracle,Full time employee,Architect,No,4,None,20,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week","Education (K-12, college, university)","Yes, but only passively (just curious)",Prefer not to say,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching"
12/20/2017 8:10,72000,United States,48858,Microsoft SQL Server,10,"PostgreSQL, Redis, SAP",Full time employee,Manager,Yes,7,None,3,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week","Education (K-12, college, university)",No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Manual tasks, Meetings & management, Projects"
12/20/2017 8:10,86500,United States,10001,Microsoft SQL Server,13,MySQL/MariaDB,Full time employee,Developer: T-SQL,No,13,None,3,Bachelors (4 years),No,"No, I never have",35,"None, or less than 1 day per week",Non-profit,"Yes, but only passively (just curious)",Prefer not to say,Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Projects"
12/20/2017 8:11,60000,United States,27265,Microsoft SQL Server,7,None,Full time employee,"Developer: App code (C#, JS, etc)",No,7,1,1,Associates (2 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)",Projects
12/20/2017 8:11,102000,United States,60441,Microsoft SQL Server,8,None,Full time employee,Analyst,No,6,1,6,Associates (2 years),No,"No, I never have",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, but change roles",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects"
12/20/2017 8:11,45000,United States,18428,Microsoft SQL Server,1,"MySQL/MariaDB, Microsoft Access, SQLite",Full time employee,Developer: T-SQL,No,0,More than 5,3,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"Developer: App code (C#, JS, etc)",Projects
12/20/2017 8:11,65000,United States,48105,Microsoft SQL Server,2,Amazon RDS (any flavor),Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,2,None,12,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Female,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects"
